domain,category,score,first_seen,last_seen,ports,ip,url,type,file_hash
,File Hash,40,,,,,,file_hash,9b19729531bf15afc38dd73bcc0596f8
,File Hash,40,,,,,,file_hash,9c99ecf33301e4cafdd848a7d3d77ef9
,File Hash,40,,,,,,file_hash,9cf08b15724e0eaf69a63e47690cdee2
,File Hash,40,,,,,,file_hash,a16d8cf9a7a52e5c2ad6519766ae6b92
,File Hash,40,,,,,,file_hash,a35312a5c0b06ee89ddadaea9ca6bad2
,File Hash,40,,,,,,file_hash,a4c551ec6d3b5ab08a252231439e099f
,File Hash,40,,,,,,file_hash,a615a4f5e93a63682a8f25b331f62882
,File Hash,40,,,,,,file_hash,a6c29f9680fe5ae10a9250e5431754d4
,File Hash,40,,,,,,file_hash,ab71ca072d4b526e258c21bd84ec0632
,File Hash,40,,,,,,file_hash,ac6fa4005e587ac4b3456a14bd741ff0
,File Hash,40,,,,,,file_hash,afab0fcbf8bc6595f9f2c0051b975a4e
,File Hash,40,,,,,,file_hash,b1ddec2f71727dcf747e1d385272e24d
,File Hash,40,,,,,,file_hash,b2a756f557d273d81a61edc9fbfc9daf
,File Hash,40,,,,,,file_hash,b2e1663647addc92bf253f389ac98027
,File Hash,40,,,,,,file_hash,b6e86ac7d3bbedf18b98437df49c1b60
,File Hash,40,,,,,,file_hash,b70ddb9f6e4e2c85e80cf2079b10e762
,File Hash,40,,,,,,file_hash,b89a8d3442d96161cef07552116407c3
,File Hash,40,,,,,,file_hash,bb2a0aee38980aeb39cac06677936c96
,File Hash,40,,,,,,file_hash,bc333001d3f458ff8fde9d989b53e16d
,File Hash,40,,,,,,file_hash,bd7a2b795419c0b842fd041eaac36d7f
,File Hash,40,,,,,,file_hash,bf850dcb074e0cf2e30fbee6bfaa4cd9
,File Hash,40,,,,,,file_hash,c0d4e5ba26ef3c08dc1a29ac7496f015
,File Hash,40,,,,,,file_hash,c38832f484645b516b57f6813c42d554
,File Hash,40,,,,,,file_hash,c4abb3210f26d4a15a0d4fd41b47ee0e
,File Hash,40,,,,,,file_hash,c547a30fa39f22e2093b51ed254bb1c2
,File Hash,40,,,,,,file_hash,c69c370fcb7b645aaac086b2a3b18286
,File Hash,40,,,,,,file_hash,c7ef4c7b12b5ad8198dafc58c4bea2a3
,File Hash,40,,,,,,file_hash,c97ef1f13bf3d74c78f50fa7abe7766b
,File Hash,40,,,,,,file_hash,ca010bcdfe3c4965df0c6bc12b40db76
,File Hash,40,,,,,,file_hash,ca243796e79c87c55f67a61bc3ee8ddc
,File Hash,40,,,,,,file_hash,ca9a7c6b231fadfae3466da890b434c5
,File Hash,40,,,,,,file_hash,cf3b3c796114f6908a35542d4fd02b0e
,File Hash,40,,,,,,file_hash,d034810ddab55c17dcddd2c2990b3ef3
,File Hash,40,,,,,,file_hash,d1273537add3f2282391726489c65e38
,File Hash,40,,,,,,file_hash,d20487e2d2f674bfd849cb8730225dde
,File Hash,40,,,,,,file_hash,d864ad5030d354c1e40a873a335b2611
,File Hash,40,,,,,,file_hash,dac10dcede69eb9b4ccce8e6798f332c
,File Hash,40,,,,,,file_hash,db95221ebed1793bf5b5527ecb52eb0c
,File Hash,40,,,,,,file_hash,dc64307ef67177449b31c6bb829edbf2
,File Hash,40,,,,,,file_hash,dd734c07b94c8685bb809f83876c7193
,File Hash,40,,,,,,file_hash,e0e862dbf001eb4a169d3340c200b501
,File Hash,40,,,,,,file_hash,e727b444a6a9fa9d40a34a9508b1079f
,File Hash,40,,,,,,file_hash,e7539ed9616b61c12028a663c298f6be
,File Hash,40,,,,,,file_hash,e78ed9fac4f3e9b443abd02bfa9f3db2
,File Hash,40,,,,,,file_hash,e85ff9e3a27899b0d1de8b958af5ad90
,File Hash,40,,,,,,file_hash,eba8aa2572cf0d6ccdf99c34cc26b6f3
,File Hash,40,,,,,,file_hash,ec21252421f26072e9fe75586eb6b58a
,File Hash,40,,,,,,file_hash,ee9435593494f17f3efc3a795c45482e
,File Hash,40,,,,,,file_hash,eeca6409dcf0e46d0182d53d230c701d
,File Hash,40,,,,,,file_hash,eff2d3f9f56e9aabcf970c4c09fe7ef8
,File Hash,40,,,,,,file_hash,f0b61a531a72f0cc02d06d2ebfb935ab
,File Hash,40,,,,,,file_hash,f1a037e2edc5ddf4db4e1e7fcd33d5fb
,File Hash,40,,,,,,file_hash,f3802442727c0b614482455d6ad9edc2
,File Hash,40,,,,,,file_hash,f41be516fa8da87a269845c9ea688749
,File Hash,40,,,,,,file_hash,f7d4742d2e746962440bf517b261f126
,File Hash,40,,,,,,file_hash,f96335bf0512c6e65ea374a844ab7ceb
,File Hash,40,,,,,,file_hash,f9b4459f18ca9d2974cf5a58495c5879
,File Hash,40,,,,,,file_hash,fa4266c305aa75a133ebae2a4dcc9b75
,,40,,,,,,,
,,40,,,,,,,
,,40,,,,,,,
,,40,,,,,,,
,,40,,,,,,,
,,40,,,,,,,
,,40,,,,,,,
,,40,,,,,,,
,,40,,,,,,,
,,40,,,,,,,
,,40,,,,,,,
,,40,,,,,,,
eyepyramid.com,Network activity,40,,,,,,domain,
hostpenta.com,Network activity,40,,,,,,domain,
ayexisfitness.com,Network activity,40,,,,,,domain,
enasrl.com,Network activity,40,,,,,,domain,
eurecoove.com,Network activity,40,,,,,,domain,
marashen.com,Network activity,40,,,,,,domain,
millertaylor.com,Network activity,40,,,,,,domain,
occhionero.com,Network activity,40,,,,,,domain,
occhionero.info,Network activity,40,,,,,,domain,
wallserv.com,Network activity,40,,,,,,domain,
westlands.com,Network activity,40,,,,,,domain,
,File Hash,60,,,,,,file_hash,1ec48e5c0b88f4f850facc718bbdec9200e4bd2d
,File Hash,60,,,,,,file_hash,400f02249ba29a19ad261373e6ff3488646e95fb
,File Hash,60,,,,,,file_hash,88f9bf3d6e767f1d324632b998051f4730f011c3
,Network activity,60,,,,,https://script.google.com/macros/s/AKfycbzuykcvX7j3TlBNyQfxtB1mqii31b4VTON640yiRJT0t6rS4s4/exec,url,
,Network activity,60,,,,,https://script.google.com/macros/s/AKfycbxxx5DHr0F8AYhLuDjnp7kGNELq6g27J4c_JWWx1p1nDfZh6InO/exec,url,
,Network activity,60,,,,,https://script.google.com/macros/s/AKfycbwZHCgg5EsCiPup_mNxDbSX7k7yBMeXWenOVN1BWXHmyBpb8ng/exec,url,
,Network activity,60,,,,,https://docs.google.com/forms/d/e/1FAIpQLScx9gwNadC7Vjo11mXLbU3aBQRrqVpoWjmNJ1ZneqpjaYLE3g/formResponse,url,
,Network activity,60,,,,,https://docs.google.com/forms/d/e/1FAIpQLSfE9kshYBFSDAfRclW8m9rAdajqoYhzhEYmEAgZexE3LQ-17A/formResponse,url,
,Network activity,60,,,,,https://docs.google.com/forms/d/e/1FAIpQLSdcdE7lTEiqV5MW3Up8Hgcy5NGkIKnLKoe0YPFriD4_9qYq9A/formResponse,url,
,Network activity,60,,,,,http://atlantis-bahamas.com/css/informs.jsp,url,
,Network activity,60,,,,,http://138.201.44.4/informs.jsp,url,
,File Hash,40,,,,,,file_hash,1817853fdaf2d35988ca22a6db2c939e0f56664576593d325cfd67d24e8fb75c
,Network activity,60,,,,108.61.176.96,,ip-dest,
,Network activity,60,,,,104.238.191.204,,ip-dest,
,Network activity,60,,,,176.123.26.42,,ip-dest,
,Network activity,60,,,,,account-google.serveftp.com,hostname,
,Network activity,60,,,,,aramex-shipping.servehttp.com,hostname,
,Network activity,60,,,,,device-activation.servehttp.com,hostname,
,Network activity,60,,,,,dropbox-service.serveftp.com,hostname,
,Network activity,60,,,,,dropbox-sign.servehttp.com,hostname,
,Network activity,60,,,,,dropboxsupport.servehttp.com,hostname,
,Network activity,60,,,,,fedex-mail.servehttp.com,hostname,
,Network activity,60,,,,,fedex-shipping.servehttp.com,hostname,
,Network activity,60,,,,,fedex-sign.servehttp.com,hostname,
,Network activity,60,,,,,googledriver-sign.ddns.net,hostname,
,Network activity,60,,,,,googledrive-sign.servehttp.com,hostname,
,Network activity,60,,,,,google-maps.servehttp.com,hostname,
,Network activity,60,,,,,googlesecure-serv.servehttp.com,hostname,
,Network activity,60,,,,,googlesignin.servehttp.com,hostname,
,Network activity,60,,,,,googleverify-signin.servehttp.com,hostname,
,Network activity,60,,,,,mailgooglesign.servehttp.com,hostname,
,Network activity,60,,,,,myaccount.servehttp.com,hostname,
,Network activity,60,,,,,secure-team.servehttp.com,hostname,
,Network activity,60,,,,,security-myaccount.servehttp.com,hostname,
,Network activity,60,,,,,verification-acc.servehttp.com,hostname,
,Network activity,60,,,,,dropbox-verfy.servehttp.com,hostname,
,Network activity,60,,,,,fedex-s.servehttp.com,hostname,
,Network activity,60,,,,,watchyoutube.servehttp.com,hostname,
,Network activity,60,,,,,verification-team.servehttp.com,hostname,
,Network activity,60,,,,,securityteam-notify.servehttp.com,hostname,
,Network activity,60,,,,,secure-alert.servehttp.com,hostname,
,Network activity,60,,,,,quota-notification.servehttp.com,hostname,
,Network activity,60,,,,,notification-team.servehttp.com,hostname,
,Network activity,60,,,,,fedex-notification.servehttp.com,hostname,
,Network activity,60,,,,,docs-mails.servehttp.com,hostname,
,Network activity,60,,,,,restricted-videos.servehttp.com,hostname,
,Network activity,60,,,,,dropboxnotification.servehttp.com,hostname,
,Network activity,60,,,,,moi-gov.serveftp.com,hostname,
,Network activity,60,,,,,activate-google.servehttp.com,hostname,
,Network activity,60,,,,,googlemaps.servehttp.com,hostname,
,File Hash,60,,,,,,file_hash,c1364bbf63b3617b25b58209e4529d8c
,File Hash,60,,,,,,file_hash,85d316590edfb4212049c4490db08c4b
,File Hash,60,,,,,,file_hash,1bfbc0c9e0d9ceb5c3f4f6ced6bcfeae
,File Hash,60,,,,,,file_hash,496207db444203a6a9c02a32aff28d563999736c
,File Hash,60,,,,,,file_hash,4f0d7a33d23d53c0eb8b34d102cdd660fc5323a2
,File Hash,60,,,,,,file_hash,bedceafa2109139c793cb158cec9fa48f980ff2b
,File Hash,60,,,,,,file_hash,fc8607c155617e09d540c5030eabad9a9512f656f16b38682fd50b2007583e9b
,File Hash,60,,,,,,file_hash,d4616f9706403a0d5a2f9a8726230a4693e4c95c58df5c753ccc684f1d3542e2
,File Hash,60,,,,,,file_hash,cc6a731e9daff84bae4214603e1c3bad8d6735b0cbb2a0ec1635b36e6a38cb3a
,Network activity,60,,,,125.214.195.17,,ip-dest,
,Network activity,60,,,,196.29.166.218,,ip-dest,
,Network activity,60,,,,,http://sap.misapor.ch/vishop/view.jsp?pagenum=1,url,
,Network activity,60,,,,,https://www.eye-watch.in/design/fancybox/Pnf.action,url,
,Network activity,60,,,,,knf.gov.pl/DefaultDesign/Layouts/KNF2013/resources/accordian-src.js,url,
,Network activity,60,,,,,www.eye-watch.in,hostname,
,Network activity,60,,,,,www.eye-watch.in/design/fancybox/Pnf.action,url,
,File Hash,60,,,,,,file_hash,9216b29114fb6713ef228370cbfe4045
,File Hash,60,,,,,,file_hash,e29fe3c181ac9ddbb242688b151f3310
,File Hash,60,,,,,,file_hash,8e32fccd70cec634d13795bcb1da85ff
,File Hash,60,,,,,,file_hash,9cc6854bc5e217104734043c89dc4ff8
,File Hash,60,,,,,,file_hash,9914075cc687bdc352ee136ac6579707
,Network activity,60,,,,1.215.228.230,,ip-dest,
,Network activity,60,,,,107.190.190.21,,ip-dest,
,Network activity,60,,,,116.168.107.32,,ip-dest,
,Network activity,60,,,,120.107.163.79,,ip-dest,
,Network activity,60,,,,129.221.254.13,,ip-dest,
,Network activity,60,,,,131.11.224.116,,ip-dest,
,Network activity,60,,,,140.112.14.16,,ip-dest,
,Network activity,60,,,,169.45.142.150,,ip-dest,
,Network activity,60,,,,17.61.46.70,,ip-dest,
,Network activity,60,,,,18.200.16.237,,ip-dest,
,Network activity,60,,,,182.45.75.93,,ip-dest,
,Network activity,60,,,,203.66.57.237,,ip-dest,
,Network activity,60,,,,203.67.31.17,,ip-dest,
,Network activity,60,,,,204.136.221.47,,ip-dest,
,Network activity,60,,,,206.94.195.86,,ip-dest,
,Network activity,60,,,,21.190.190.107,,ip-dest,
,Network activity,60,,,,218.224.125.66,,ip-dest,
,Network activity,60,,,,32.107.168.116,,ip-dest,
,Network activity,60,,,,36.61.131.78,,ip-dest,
,Network activity,60,,,,47.221.136.204,,ip-dest,
,Network activity,60,,,,59.120.19.101,,ip-dest,
,Network activity,60,,,,59.173.0.74,,ip-dest,
,Network activity,60,,,,59.43.86.123,,ip-dest,
,Network activity,60,,,,70.46.61.17,,ip-dest,
,Network activity,60,,,,82.144.131.5,,ip-dest,
,Network activity,60,,,,86.195.94.206,,ip-dest,
,Network activity,60,,,,93.75.45.182,,ip-dest,
,,40,,,,,,,
,,40,,,,,,,
,,40,,,,,,,
,,40,,,,,,,
,,40,,,,,,,
,,40,,,,,,,
algew.me,Network activity,40,,,,,,domain,
aloqd.pw,Network activity,40,,,,,,domain,
bpee.pw,Network activity,40,,,,,,domain,
bvyv.club,Network activity,40,,,,,,domain,
bwuk.club,Network activity,40,,,,,,domain,
cgqy.us,Network activity,40,,,,,,domain,
cihr.site,Network activity,40,,,,,,domain,
ckwl.pw,Network activity,40,,,,,,domain,
cnmah.pw,Network activity,40,,,,,,domain,
coec.club,Network activity,40,,,,,,domain,
cuuo.us,Network activity,40,,,,,,domain,
daskd.me,Network activity,40,,,,,,domain,
dbxa.pw,Network activity,40,,,,,,domain,
dlex.pw,Network activity,40,,,,,,domain,
doof.pw,Network activity,40,,,,,,domain,
dtxf.pw,Network activity,40,,,,,,domain,
dvso.pw,Network activity,40,,,,,,domain,
dyiud.com,Network activity,40,,,,,,domain,
eady.club,Network activity,40,,,,,,domain,
enuv.club,Network activity,40,,,,,,domain,
eter.pw,Network activity,40,,,,,,domain,
fbjz.pw,Network activity,40,,,,,,domain,
fhyi.club,Network activity,40,,,,,,domain,
futh.pw,Network activity,40,,,,,,domain,
gjcu.pw,Network activity,40,,,,,,domain,
gjuc.pw,Network activity,40,,,,,,domain,
gnoa.pw,Network activity,40,,,,,,domain,
grij.us,Network activity,40,,,,,,domain,
gxhp.top,Network activity,40,,,,,,domain,
hvzr.info,Network activity,40,,,,,,domain,
idjb.us,Network activity,40,,,,,,domain,
ihrs.pw,Network activity,40,,,,,,domain,
jimw.club,Network activity,40,,,,,,domain,
jomp.site,Network activity,40,,,,,,domain,
jxhv.site,Network activity,40,,,,,,domain,
kjke.pw,Network activity,40,,,,,,domain,
kshv.site,Network activity,40,,,,,,domain,
kwoe.us,Network activity,40,,,,,,domain,
ldzp.pw,Network activity,40,,,,,,domain,
lhlv.club,Network activity,40,,,,,,domain,
lnoy.site,Network activity,40,,,,,,domain,
lvrm.pw,Network activity,40,,,,,,domain,
lvxf.pw,Network activity,40,,,,,,domain,
mewt.us,Network activity,40,,,,,,domain,
mfka.pw,Network activity,40,,,,,,domain,
mjet.pw,Network activity,40,,,,,,domain,
mjut.pw,Network activity,40,,,,,,domain,
mvze.pw,Network activity,40,,,,,,domain,
mxfg.pw,Network activity,40,,,,,,domain,
nroq.pw,Network activity,40,,,,,,domain,
nwrr.pw,Network activity,40,,,,,,domain,
nxpu.site,Network activity,40,,,,,,domain,
oaax.site,Network activity,40,,,,,,domain,
odwf.pw,Network activity,40,,,,,,domain,
odyr.us,Network activity,40,,,,,,domain,
okiq.pw,Network activity,40,,,,,,domain,
oknz.club,Network activity,40,,,,,,domain,
ooep.pw,Network activity,40,,,,,,domain,
ooyh.us,Network activity,40,,,,,,domain,
otzd.pw,Network activity,40,,,,,,domain,
oxrp.info,Network activity,40,,,,,,domain,
oyaw.club,Network activity,40,,,,,,domain,
pafk.us,Network activity,40,,,,,,domain,
palj.us,Network activity,40,,,,,,domain,
pbbk.us,Network activity,40,,,,,,domain,
ppdx.pw,Network activity,40,,,,,,domain,
pvze.club,Network activity,40,,,,,,domain,
qefg.info,Network activity,40,,,,,,domain,
qlpa.club,Network activity,40,,,,,,domain,
qznm.pw,Network activity,40,,,,,,domain,
reld.info,Network activity,40,,,,,,domain,
rnkj.pw,Network activity,40,,,,,,domain,
rzzc.pw,Network activity,40,,,,,,domain,
sgvt.pw,Network activity,40,,,,,,domain,
soru.pw,Network activity,40,,,,,,domain,
swio.pw,Network activity,40,,,,,,domain,
tijm.pw,Network activity,40,,,,,,domain,
tsrs.pw,Network activity,40,,,,,,domain,
turp.pw,Network activity,40,,,,,,domain,
ueox.club,Network activity,40,,,,,,domain,
ufyb.club,Network activity,40,,,,,,domain,
utca.site,Network activity,40,,,,,,domain,
vdfe.site,Network activity,40,,,,,,domain,
vjro.club,Network activity,40,,,,,,domain,
vkpo.us,Network activity,40,,,,,,domain,
vpua.pw,Network activity,40,,,,,,domain,
vqba.info,Network activity,40,,,,,,domain,
vwcq.us,Network activity,40,,,,,,domain,
vxqt.us,Network activity,40,,,,,,domain,
vxwy.pw,Network activity,40,,,,,,domain,
wfsv.us,Network activity,40,,,,,,domain,
wqiy.info,Network activity,40,,,,,,domain,
wvzu.pw,Network activity,40,,,,,,domain,
xhqd.pw,Network activity,40,,,,,,domain,
yamd.pw,Network activity,40,,,,,,domain,
yedq.pw,Network activity,40,,,,,,domain,
yqox.pw,Network activity,40,,,,,,domain,
ysxy.pw,Network activity,40,,,,,,domain,
zcnt.pw,Network activity,40,,,,,,domain,
zdqp.pw,Network activity,40,,,,,,domain,
zjav.us,Network activity,40,,,,,,domain,
zjvz.pw,Network activity,40,,,,,,domain,
zmyo.club,Network activity,40,,,,,,domain,
zody.pw,Network activity,40,,,,,,domain,
zugh.us,Network activity,40,,,,,,domain,
cspg.pw,Network activity,40,,,,,,domain,
,File Hash,40,,,,,,file_hash,f9e54609f1f4136da71dbab8f57c2e68e84bcdc32a58cc12ad5f86334ac0eacf
,File Hash,40,,,,,,file_hash,f82baa39ba44d9b356eb5d904917ad36446083f29dced8c5b34454955da89174
,File Hash,40,,,,,,file_hash,340795d1f2c2bdab1f2382188a7b5c838e0a79d3f059d2db9eb274b0205f6981
,File Hash,40,,,,,,file_hash,7f0a314f15a6f20ca6dced545fbc9ef8c1634f9ff8eb736deab73e46ae131458
,File Hash,40,,,,,,file_hash,be5f4bfa35fc1b350d38d8ddc8e88d2dd357b84f254318b1f3b07160c3900750
,File Hash,40,,,,,,file_hash,9b955d9d7f62d405da9cf05425c9b6dd3738ce09160c8a75d396a6de229d9dd7
,File Hash,40,,,,,,file_hash,fd6e7fc11a325c498d73cf683ecbe90ddbf0e1ae1d540b811012bd6980eed882
,File Hash,40,,,,,,file_hash,6bf9d311ed16e059f9538b4c24c836cf421cf5c0c1f756fdfdeb9e1792ada8ba
,Network activity,40,,,,,https://kaspersky.dattodrive.com/index.php/s/lhodbNAIcoNF6yb/download,url,
,Network activity,40,,,,,http://87i03clk4zcw06uy1cv5.nl/mass/hospital/spam/payload/WINWORD.exe,url,
,Network activity,40,,,,,http://87i03clk4zcw06uy1cv5.nl/mass/hospital/spam/index.php,url,
,File Hash,40,,,,,,file_hash,0e53d65ecd1d6ae5f77500c535b8916f43a1da04b59efde63c1ca593d8363483
,File Hash,40,,,,,,file_hash,2f5b4ad81d358d57b8076a9b432be0e41ddff729c596b5b8ce5a01039dfaac3c
,,40,,,,,,,
,,40,,,,,,,
,,40,,,,,,,
,,40,,,,,,,
,,40,,,,,,,
,File Hash,40,,,,,,file_hash,b8ee4556dc09b28826359b98343a4e00680971a6f8c6602747bd5d723d26eaea
,File Hash,40,,,,,,file_hash,5b7792a16c6b7978fca389882c6aeeb2c792352076bf6a064e7b8b90eace8060
,File Hash,40,,,,,,file_hash,0a77f1b59c829a83d91a12c871fbd30c5c9d04b455f497e0c231cd21104bfea9
,File Hash,40,,,,,,file_hash,7848f7808af02ba0466f3a0687cf949c4d29a2d94b035481a3299ec519aaaa30
,File Hash,40,,,,,,file_hash,d5ea79632a1a67abbf9fb1c2813b899c90a5fb9442966ed4f530e92715087ee2
,File Hash,40,,,,,,file_hash,b6df610aa5c1254c3af5b2ff806562c4937704e4ac248577cdcd3e7e7b3578a0
,File Hash,40,,,,,,file_hash,6e207a375782e3c9d86a3e426cfa38eddcf4898b3556abc75889f7e01cc49506
,File Hash,40,,,,,,file_hash,92721d719b8085748fb66366d202457f6d38bfa108a2ecda71eee7e68f43a387
,Network activity,40,,,,,car-service.effers.com,hostname,
,Network activity,40,,,,83.229.87.11,,ip-dest,
,Network activity,40,,,,,til.co.za/dfv45,url,
,Network activity,40,,,,,awarepictures.com/dfv45,url,
,Network activity,40,,,,,ursanne.com/dfv45,url,
,Network activity,40,,,,,sokpinter.com/dfv45,url,
,Network activity,40,,,,,wenable.com/dfv45,url,
,Network activity,40,,,,,martijnfeller.nl/dfv45,url,
,Network activity,40,,,,,dont.pl/9yg65,url,
,Network activity,40,,,,,bhmech.com/9yg65,url,
,Network activity,40,,,,,sherwoodbusiness.com/9yg65,url,
,Network activity,40,,,,,uwdesign.com.br/9yg65,url,
,Network activity,40,,,,,mentoryourmind.org/kjv783r,url,
,Network activity,40,,,,,lawrenceres.com/kjv783r,url,
,Network activity,40,,,,,cloud9ss.com/kjv783r,url,
,Network activity,40,,,,,mentalmysteries.com/kjv783r,url,
,Network activity,40,,,,,medjobsmatch.com/kjv783r,url,
,Network activity,40,,,,,i-call.it/kjv783r,url,
,Network activity,40,,,,,super-marv.com/874hv,url,
,Network activity,40,,,,216.177.132.93,,ip-dest,
,Network activity,40,,,,152.66.249.132,,ip-dest,
,Network activity,40,,,,85.214.113.207,,ip-dest,
,Network activity,40,,,,192.184.84.119,,ip-dest,
,Network activity,40,,,,199.36.194.27,,ip-dest,
,Network activity,40,,,,104.131.182.74,,ip-dest,
,Network activity,40,,,,199.233.245.109,,ip-dest,
,Network activity,40,,,,74.220.207.120,,ip-dest,
,,40,,,,,,,
,,40,,,,,,,
,,40,,,,,,,
,Network activity,40,,,,,aaa.stage.14919005.www1.proslr3.com,hostname,
,,40,,,,,,,
,,40,,,,,,,
,,40,,,,,,,
,,40,,,,,,,
,,40,,,,,,,
,,40,,,,,,,
,,40,,,,,,,
,Network activity,40,,,,,http://198.100.119.6:80/cd,url,
,Network activity,40,,,,,http://198.100.119.6:443/cd,url,
,Network activity,40,,,,,http://198.100.119.6:8080/cd,url,
,File Hash,40,,,,,,file_hash,8490daab736aa638b500b27c962a8250bbb8615ae1c68ef77494875ac9d2ada2
,File Hash,40,,,,,,file_hash,b51105c56d1bf8f98b7e924aa5caded8322d037745a128781fa0bc23841d1e70
,File Hash,40,,,,,,file_hash,bf6f30673cf771d52d589865675a293dc5c3668a956d0c2fc0d9403424d429b2
,File Hash,40,,,,,,file_hash,cd4c2e85213c96f79ddda564242efec3b970eded8c59f1f6f4d9a420eb8f1858
,Network activity,40,,,,,http://gaismustudija.lv/wp-includes/pomo/kontakti.php,url,
,Network activity,40,,,,,http://hcdh-tunisie.org/wp-includes/SimplePie/gzencode.php,url,
,Network activity,40,,,,,http://www.gallen.fi/wp-content/gallery/,url,
,Network activity,40,,,,185.31.160.55,,ip-dest,
,Network activity,40,,,,185.154.52.233,,ip-dest,
,Network activity,40,,,,95.215.108.213,,ip-dest,
,File Hash,40,,,,,,file_hash,0b993d0f76a4811a88d57138a8d7a22da15160d89724a9fa9ad34460629985a4
,File Hash,40,,,,,,file_hash,4ecb1303c16c0fd5aa44e7dfbdd45efc194e80364facd802768b1581e78fe3fa
,File Hash,40,,,,,,file_hash,b868974d3886b79ea164ac2b70941782d3baf183cac0157cc14f07a86cc7327c
,File Hash,40,,,,,,file_hash,5616c57686191e6c65808ffe8a436e8d1476b1f6c0765efdb887498b86d4d446
,Network activity,60,,,,182.18.23.38,,ip-dest,
,File Hash,60,,,,,,file_hash,b6b68faa706f7740dafd8941c4c5e35a
,File Hash,60,,,,,,file_hash,806027db01b4997f71aefde8a5dbee5b8d9dbe98
,Network activity,60,,,,,http://down.mysking.info:8888/ok.txt,url,
,Network activity,60,,,,,http://23.27.127.254:8888/close.bat,url,
,Network activity,60,,,,,http://js.mykings.top:280/v.sct,url,
,,60,,,,,,,
,Network activity,60,,,,,http://js.mykings.top:280/helloworld.msi,url,
,Network activity,60,,,,,http://wmi.mykings.top:8888/kill.html,url,
,File Hash,60,,,,,,file_hash,e6fc79a24d40aea81afdc7886a05f008385661a518422b22873d34496c3fb36b
,Network activity,60,,,,,http://67.229.144.218:8888/test1.dat,url,
,Network activity,60,,,,,http://47.88.216.68:8888/test.dat,url,
,Network activity,60,,,,,http://47.52.0.176:8888/item.dat,url,
,Network activity,60,,,,,http://118.190.50.141:8888/test.dat,url,
,File Hash,60,,,,,,file_hash,0108036951155a66879491ffc499cdb1e451e9ade58d62521a49a07aa4c79b74
,File Hash,60,,,,,,file_hash,25db9243e3fb0b18a8847c001b05c02b3cc686752a2e4ae28c4678d513b48e6f
,File Hash,60,,,,,,file_hash,b899ba1e426b838dd75d541cfe48d08a49453fb901e2808a15bbb44e08983d68
,File Hash,60,,,,,,file_hash,19fce399808befd7dfe92a0ab7cd006357f0d3a8a519a14953a3d217cca8ae48
,File Hash,60,,,,,,file_hash,557b13d6562b780612d932a6c0513acd8316885357b70ba5a8aedbbaa83668a9
,File Hash,60,,,,,,file_hash,56a35e6de83b7a6e9ecb731a5a636e91ab32899eb90fbec24c8f4d40467ca5d9
,File Hash,60,,,,,,file_hash,ec7fd8909baaf79077368dd113294c43e7269b323473e8825e73f64e2f71d0af
,File Hash,60,,,,,,file_hash,ceef5ea176716e225cc2389f0629b4d1ae3edb83c490c70f415c51a1b5118c19
,File Hash,60,,,,,,file_hash,05104184573f666dbf000c8150fc17c186e98de2c33f4177a406d125af751388
,File Hash,60,,,,,,file_hash,4d5cf13167537ce422ad0fe00f60ac523defde5ad0304a1d04eed77e9d590df0
,File Hash,60,,,,,,file_hash,ed5e704c63d5ec60adba8b5b56147f5c92f236b5410aff7246e8dab89961a51b
,File Hash,60,,,,,,file_hash,cf3cd50f7ce87d2a83ccda680a2bd82a45d62714432820cd0a5d7d784f08e147
,Network activity,60,,,,,js.mykings.top,hostname,
,Network activity,60,,,,,down.mysking.info,hostname,
,Network activity,60,,,,,wmi.mykings.top,hostname,
,Network activity,60,,,,23.27.127.254,,ip-dest,
,Network activity,60,,,,118.190.50.141,,ip-dest,
,Network activity,60,,,,47.52.0.176,,ip-dest,
,Network activity,60,,,,47.88.216.68,,ip-dest,
,Network activity,60,,,,67.229.144.218,,ip-dest,
,Network activity,60,,,,,scdc.worra.com,hostname,
,Network activity,40,,,,87.101.243.252,,ip-dest,
,Network activity,40,,,,84.92.36.96,,ip-dest,
,Network activity,40,,,,184.74.243.67,,ip-dest,
,Network activity,40,,,,203.69.210.247,,ip-dest,
,Network activity,40,,,,196.45.177.52,,ip-dest,
,File Hash,40,,,,,,file_hash,21307227ece129b1e12797ecc2c9b6d9
,File Hash,40,,,,,,file_hash,8a4d2baa8cf519c7a9b91f414a0a9d8ba2b9e96d21d9e77da7b34ed849830a36
,File Hash,40,,,,,,file_hash,6f0338af379659a5155b3d2a4f1a1e92
,File Hash,40,,,,,,file_hash,ca8dc152dc93ec526e505cf2a173a635562ffbf55507e3980f7dc6d508f0f258
,File Hash,40,,,,,,file_hash,0489978ffa3b864ede646d0470500336
,File Hash,40,,,,,,file_hash,2a99bcb5d21588e0a43f56aada4e2f386791e0f757126b2773d943d7cbf47195
,File Hash,40,,,,,,file_hash,a1ffca7ba257b4eca7fe7d1e78bac623
,File Hash,40,,,,,,file_hash,3c86fc0a93299a0d0843c7d7ff1a137a9e799f8f2858d3d30f964e3c12c28c9e
,File Hash,40,,,,,,file_hash,f27cf59b00dacdd266ad7894a1df0894
,File Hash,40,,,,,,file_hash,92b0f4517fb22535d262a7f17d19f7c21820a011bfe1f72a2ec9fbffbdc7e3e0
,File Hash,40,,,,,,file_hash,511778c279b76cac40d5d695c56db4f5
